block_id,trip_id,trip_idx,start_time,end_time,soc,chg_site,chg_time,dh1,dh2,dh3
36457207,FB_A5-Weekday-SDon-043900_SB44_621,1,65848759.0,65848825.0,568.4823555003107,,,,,
36457207,FB_A5-Weekday-SDon-051500_SB44_621,2,65848835.0,65848900.0,458.47042785960224,,,,,
36457207,FB_A5-Weekday-SDon-059500_SB44_621,3,65848915.0,65848977.0,430.44498917804236,,,,,
36457207,FB_A5-Weekday-SDon-067400_SB44_603,4,65848994.0,65849057.0,401.9507060370231,Coney IslandStillwell Avenue Terminal,3.1828510027079773,9.3895,8.6375,0.03559353635798633
36457207,FB_A5-Weekday-SDon-075900_SB44_603,5,65849079.0,65849140.0,379.5363453387936,,,,,
36457207,FB_A5-Weekday-SDon-083900_SB44_625,6,65849159.0,65849227.0,351.0420621977743,,,,,
36457207,FB_A5-Weekday-SDon-092400_SB44_636,7,65849244.0,65849313.0,323.01662351621445,,,,,
36457207,FB_A5-Weekday-SDon-100800_SB44_636,8,65849328.0,65849397.0,294.5223403751952,,,,,
36457207,FB_A5-Weekday-SDon-108800_SB44_638,9,65849408.0,65849470.0,266.4969016936353,,,,,
36457207,FB_A5-Weekday-SDon-116600_SB44_638,10,65849486.0,65849549.0,238.0026185526161,,,,,
36457207,FB_A5-Weekday-SDon-124000_SB44_638,11,65849560.0,65849616.0,209.9771798710562,,,,,
36457207,FB_A5-Weekday-SDon-131000_SB44_638,12,65849630.0,65849684.0,181.48289673003694,,,,,
36880055,CS_A5-Weekday-SDon-019900_SBS44_909,1,65848519.0,65848552.0,610.0128899937849,,,,,
36880055,CS_A5-Weekday-SDon-025000_SBS44_909,2,65848570.0,65848634.0,546.2959633868045,,,,,
36880055,CS_A5-Weekday-SDon-032600_SBS44_909,3,65848646.0,65848714.0,503.568966537698,,,,,
36880055,CS_A5-Weekday-SDon-041100_SBS44_909,4,65848731.0,65848825.0,462.83839429707723,,,,,
36880055,CS_A5-Weekday-SDon-052100_SBS44_914,5,65848841.0,65848926.0,420.1113974479707,,,,,
36880055,CS_A5-Weekday-SDon-062700_SBS44_914,6,65848947.0,65849036.0,379.38082520735,,,,,
36880055,CS_A5-Weekday-SDon-073800_SBS44_927,7,65849058.0,65849146.0,336.65382835824346,,,,,
36880055,CS_A5-Weekday-SDon-084300_SBS44_927,8,65849163.0,65849261.0,295.9232561176227,,,,,
36880055,CS_A5-Weekday-SDon-095700_SBS44_960,9,65849277.0,65849376.0,253.19625926851617,,,,,
36880055,CS_A5-Weekday-SDon-106900_SBS44_960,10,65849389.0,65849483.0,212.4656870278954,,,,,
36880055,CS_A5-Weekday-SDon-117700_SBS44_975,11,65849497.0,65849572.0,169.7386901787889,Fordham Plaza,8.576833333333333,6.513999999999999,5.909166666666667,0.06398384089496582
36880055,CS_A5-Weekday-SDon-127300_SBS44_975,12,65849593.0,65849668.0,181.93399503574426,,,,,
36880056,CS_A5-Weekday-SDon-023500_SBS44_910,1,65848555.0,65848615.0,588.0779490366688,,,,,
36880056,CS_A5-Weekday-SDon-031600_SBS44_910,2,65848636.0,65848704.0,485.42532583271674,,,,,
36880056,CS_A5-Weekday-SDon-040700_SBS44_910,3,65848727.0,65848819.0,442.6983289836102,,,,,
36880056,CS_A5-Weekday-SDon-051500_SBS44_941,4,65848835.0,65848924.0,401.9677567429894,,,,,
36880056,CS_A5-Weekday-SDon-062600_SBS44_941,5,65848946.0,65849033.0,359.2407598938829,,,,,
36880056,CS_A5-Weekday-SDon-073100_SBS44_941,6,65849051.0,65849140.0,318.5101876532621,,,,,
36880056,CS_A5-Weekday-SDon-083500_SBS44_950,7,65849155.0,65849252.0,275.7831908041556,Fordham Plaza,5.576833333333334,6.513999999999999,5.909166666666667,0.06398384089496582
36880056,CS_A5-Weekday-SDon-095000_SBS44_950,8,65849270.0,65849372.0,265.478495661111,,,,,
36880056,CS_A5-Weekday-SDon-106900_SBS44_970,9,65849389.0,65849475.0,222.75149881200448,,,,,
36880056,CS_A5-Weekday-SDon-117100_SBS44_970,10,65849491.0,65849572.0,182.0209265713837,,,,,
36880059,CS_A5-Weekday-SDon-027000_SBS44_912,1,65848590.0,65848651.0,588.0779490366688,,,,,
36880059,CS_A5-Weekday-SDon-034600_SBS44_912,2,65848666.0,65848740.0,485.42532583271674,,,,,
36880059,CS_A5-Weekday-SDon-044900_SBS44_912,3,65848769.0,65848866.0,442.6983289836102,,,,,
36880059,CS_A5-Weekday-SDon-056300_SBS44_910,4,65848883.0,65848972.0,401.9677567429894,,,,,
36880059,CS_A5-Weekday-SDon-067400_SBS44_910,5,65848994.0,65849082.0,359.2407598938829,Fordham Plaza,4.576833333333334,6.513999999999999,5.909166666666667,0.06398384089496582
36880059,CS_A5-Weekday-SDon-077900_SBS44_940,6,65849099.0,65849190.0,341.4360647508383,,,,,
36880059,CS_A5-Weekday-SDon-088500_SBS44_955,7,65849205.0,65849305.0,298.70906790173177,,,,,
36880059,CS_A5-Weekday-SDon-100100_SBS44_955,8,65849321.0,65849421.0,257.978495661111,,,,,
36880059,CS_A5-Weekday-SDon-112100_SBS44_950,9,65849441.0,65849520.0,215.25149881200448,,,,,
36880059,CS_A5-Weekday-SDon-121700_SBS44_950,10,65849537.0,65849614.0,174.5209265713837,,,,,
36880062,CS_A5-Weekday-SDon-029000_SBS44_914,1,65848610.0,65848671.0,588.0779490366688,,,,,
36880062,CS_A5-Weekday-SDon-036900_SBS44_914,2,65848689.0,65848776.0,485.42532583271674,,,,,
36880062,CS_A5-Weekday-SDon-047300_SBS44_938,3,65848793.0,65848881.0,442.6983289836102,Fordham Plaza,5.576833333333334,6.513999999999999,5.909166666666667,0.06398384089496582
36880062,CS_A5-Weekday-SDon-057900_SBS44_943,4,65848899.0,65848988.0,432.3936338405656,,,,,
36880062,CS_A5-Weekday-SDon-069000_SBS44_943,5,65849010.0,65849098.0,389.6666369914591,,,,,
36880062,CS_A5-Weekday-SDon-079500_SBS44_943,6,65849115.0,65849211.0,348.93606475083834,,,,,
36880062,CS_A5-Weekday-SDon-090900_SBS44_956,7,65849229.0,65849329.0,306.2090679017318,,,,,
36880062,CS_A5-Weekday-SDon-102400_SBS44_956,8,65849344.0,65849443.0,265.478495661111,,,,,
36880062,CS_A5-Weekday-SDon-113700_SBS44_974,9,65849457.0,65849535.0,222.7514988120045,,,,,
36880062,CS_A5-Weekday-SDon-123300_SBS44_974,10,65849553.0,65849628.0,182.02092657138374,,,,,
36880063,CS_A5-Weekday-SDon-030000_SBS44_915,1,65848620.0,65848685.0,588.0779490366688,,,,,
36880063,CS_A5-Weekday-SDon-037900_SBS44_915,2,65848699.0,65848791.0,485.42532583271674,,,,,
36880063,CS_A5-Weekday-SDon-048500_SBS44_915,3,65848805.0,65848891.0,442.6983289836102,,,,,
36880063,CS_A5-Weekday-SDon-058700_SBS44_944,4,65848907.0,65848996.0,401.9677567429894,,,,,
36880063,CS_A5-Weekday-SDon-069800_SBS44_944,5,65849018.0,65849106.0,359.2407598938829,,,,,
36880063,CS_A5-Weekday-SDon-080300_SBS44_944,6,65849123.0,65849219.0,318.51018765326216,,,,,
36880063,CS_A5-Weekday-SDon-091700_SBS44_957,7,65849237.0,65849337.0,275.78319080415565,,,,,
36880063,CS_A5-Weekday-SDon-103100_SBS44_957,8,65849351.0,65849447.0,235.05261856353488,,,,,
36880063,CS_A5-Weekday-SDon-114500_SBS44_952,9,65849465.0,65849543.0,192.32562171442837,Fordham Plaza,5.576833333333334,6.513999999999999,5.909166666666667,0.06398384089496582
36880063,CS_A5-Weekday-SDon-124100_SBS44_952,10,65849561.0,65849636.0,182.0209265713837,,,,,
36880066,CS_A5-Weekday-SDon-031800_SBS44_917,1,65848638.0,65848703.0,588.0779490366688,,,,,
36880066,CS_A5-Weekday-SDon-039900_SBS44_917,2,65848719.0,65848813.0,485.42532583271674,,,,,
36880066,CS_A5-Weekday-SDon-050900_SBS44_917,3,65848829.0,65848913.0,442.6983289836102,Fordham Plaza,5.576833333333334,6.513999999999999,5.909166666666667,0.06398384089496582
36880066,CS_A5-Weekday-SDon-061100_SBS44_912,4,65848931.0,65849020.0,432.3936338405656,,,,,
36880066,CS_A5-Weekday-SDon-072200_SBS44_912,5,65849042.0,65849130.0,389.6666369914591,,,,,
36880066,CS_A5-Weekday-SDon-082700_SBS44_914,6,65849147.0,65849243.0,348.93606475083834,,,,,
36880066,CS_A5-Weekday-SDon-094100_SBS44_940,7,65849261.0,65849361.0,306.2090679017318,,,,,
36880066,CS_A5-Weekday-SDon-105400_SBS44_940,8,65849374.0,65849468.0,265.478495661111,,,,,
36880066,CS_A5-Weekday-SDon-116100_SBS44_953,9,65849481.0,65849559.0,222.7514988120045,,,,,
36880066,CS_A5-Weekday-SDon-125700_SBS44_953,10,65849577.0,65849652.0,182.02092657138374,,,,,
36880069,CS_A5-Weekday-SDon-034200_SBS44_920,1,65848662.0,65848733.0,588.0779490366688,,,,,
36880069,CS_A5-Weekday-SDon-042900_SBS44_920,2,65848749.0,65848845.0,485.42532583271674,,,,,
36880069,CS_A5-Weekday-SDon-054000_SBS44_920,3,65848860.0,65848945.0,442.6983289836102,,,,,
36880069,CS_A5-Weekday-SDon-064300_SBS44_945,4,65848963.0,65849052.0,401.9677567429894,,,,,
36880069,CS_A5-Weekday-SDon-075400_SBS44_945,5,65849074.0,65849162.0,359.2407598938829,Fordham Plaza,4.576833333333334,6.513999999999999,5.909166666666667,0.06398384089496582
36880069,CS_A5-Weekday-SDon-085900_SBS44_945,6,65849179.0,65849280.0,341.4360647508383,,,,,
36880069,CS_A5-Weekday-SDon-098100_SBS44_961,7,65849301.0,65849398.0,298.70906790173177,,,,,
36880069,CS_A5-Weekday-SDon-109100_SBS44_961,8,65849411.0,65849501.0,257.978495661111,,,,,
36880069,CS_A5-Weekday-SDon-119400_SBS44_957,9,65849514.0,65849588.0,215.25149881200448,,,,,
36880069,CS_A5-Weekday-SDon-128900_SBS44_957,10,65849609.0,65849683.0,174.5209265713837,,,,,
36880070,CS_A5-Weekday-SDon-035000_SBS44_921,1,65848670.0,65848743.0,588.0779490366688,,,,,
36880070,CS_A5-Weekday-SDon-044100_SBS44_921,2,65848761.0,65848857.0,485.42532583271674,,,,,
36880070,CS_A5-Weekday-SDon-055400_SBS44_921,3,65848874.0,65848959.0,442.6983289836102,,,,,
36880070,CS_A5-Weekday-SDon-065900_SBS44_917,4,65848979.0,65849068.0,401.9677567429894,,,,,
36880070,CS_A5-Weekday-SDon-077000_SBS44_931,5,65849090.0,65849178.0,359.2407598938829,,,,,
36880070,CS_A5-Weekday-SDon-087300_SBS44_931,6,65849193.0,65849293.0,318.51018765326216,,,,,
36880070,CS_A5-Weekday-SDon-098900_SBS44_962,7,65849309.0,65849402.0,275.78319080415565,,,,,
36880070,CS_A5-Weekday-SDon-109900_SBS44_962,8,65849419.0,65849505.0,235.05261856353488,,,,,
36880070,CS_A5-Weekday-SDon-120300_SBS44_958,9,65849523.0,65849597.0,192.32562171442837,Fordham Plaza,7.576833333333334,6.513999999999999,5.909166666666667,0.06398384089496582
36880070,CS_A5-Weekday-SDon-129700_SBS44_958,10,65849617.0,65849689.0,197.0209265713837,,,,,
36880073,CS_A5-Weekday-SDon-036600_SBS44_924,1,65848686.0,65848761.0,588.0779490366688,,,,,
36880073,CS_A5-Weekday-SDon-045900_SBS44_924,2,65848779.0,65848872.0,485.42532583271674,,,,,
36880073,CS_A5-Weekday-SDon-057000_SBS44_924,3,65848890.0,65848975.0,442.6983289836102,Fordham Plaza,7.576833333333334,6.513999999999999,5.909166666666667,0.06398384089496582
36880073,CS_A5-Weekday-SDon-067500_SBS44_946,4,65848995.0,65849084.0,447.3936338405656,,,,,
36880073,CS_A5-Weekday-SDon-078600_SBS44_946,5,65849106.0,65849198.0,404.6666369914591,,,,,
36880073,CS_A5-Weekday-SDon-089400_SBS44_946,6,65849214.0,65849314.0,363.93606475083834,,,,,
36880073,CS_A5-Weekday-SDon-101300_SBS44_964,7,65849333.0,65849426.0,321.2090679017318,,,,,
36880073,CS_A5-Weekday-SDon-112100_SBS44_964,8,65849441.0,65849528.0,280.478495661111,,,,,
36880073,CS_A5-Weekday-SDon-122100_SBS44_960,9,65849541.0,65849615.0,237.7514988120045,,,,,
36880073,CS_A5-Weekday-SDon-131300_SBS44_960,10,65849633.0,65849705.0,197.02092657138374,,,,,
36880077,CS_A5-Weekday-SDon-037800_SBS44_927,1,65848698.0,65848783.0,588.0779490366688,,,,,
36880077,CS_A5-Weekday-SDon-047700_SBS44_927,2,65848797.0,65848891.0,485.42532583271674,,,,,
36880077,CS_A5-Weekday-SDon-058600_SBS44_927,3,65848906.0,65848992.0,442.6983289836102,,,,,
36880077,CS_A5-Weekday-SDon-069100_SBS44_936,4,65849011.0,65849100.0,401.9677567429894,,,,,
36880077,CS_A5-Weekday-SDon-080000_SBS44_936,5,65849120.0,65849214.0,359.2407598938829,,,,,
36880077,CS_A5-Weekday-SDon-090800_SBS44_936,6,65849228.0,65849330.0,318.51018765326216,,,,,
36880077,CS_A5-Weekday-SDon-102900_SBS44_966,7,65849349.0,65849437.0,275.78319080415565,,,,,
36880077,CS_A5-Weekday-SDon-113500_SBS44_966,8,65849455.0,65849539.0,235.05261856353488,,,,,
36880077,CS_A5-Weekday-SDon-123100_SBS44_976,9,65849551.0,65849622.0,192.32562171442837,Fordham Plaza,8.576833333333333,6.513999999999999,5.909166666666667,0.06398384089496582
36880077,CS_A5-Weekday-SDon-132300_SBS44_976,10,65849643.0,65849713.0,204.5209265713837,,,,,
36880080,CS_A5-Weekday-SDon-039000_SBS44_930,1,65848710.0,65848802.0,588.0779490366688,,,,,
36880080,CS_A5-Weekday-SDon-049100_SBS44_930,2,65848811.0,65848905.0,485.42532583271674,,,,,
36880080,CS_A5-Weekday-SDon-060200_SBS44_930,3,65848922.0,65849009.0,442.6983289836102,,,,,
36880080,CS_A5-Weekday-SDon-070700_SBS44_921,4,65849027.0,65849116.0,401.9677567429894,,,,,
36880080,CS_A5-Weekday-SDon-081400_SBS44_949,5,65849134.0,65849231.0,359.2407598938829,Fordham Plaza,5.576833333333334,6.513999999999999,5.909166666666667,0.06398384089496582
36880080,CS_A5-Weekday-SDon-092900_SBS44_949,6,65849249.0,65849351.0,348.9360647508383,,,,,
36880080,CS_A5-Weekday-SDon-105100_SBS44_968,7,65849371.0,65849458.0,306.20906790173177,,,,,
36880080,CS_A5-Weekday-SDon-115300_SBS44_968,8,65849473.0,65849556.0,265.478495661111,,,,,
36880080,CS_A5-Weekday-SDon-125100_SBS44_962,9,65849571.0,65849642.0,222.75149881200448,,,,,
36880080,CS_A5-Weekday-SDon-134300_SBS44_962,10,65849663.0,65849733.0,182.0209265713837,,,,,
36880083,CS_A5-Weekday-SDon-040200_SBS44_932,1,65848722.0,65848814.0,588.0779490366688,,,,,
36880083,CS_A5-Weekday-SDon-050700_SBS44_932,2,65848827.0,65848921.0,485.42532583271674,,,,,
36880083,CS_A5-Weekday-SDon-061800_SBS44_938,3,65848938.0,65849025.0,442.6983289836102,,,,,
36880083,CS_A5-Weekday-SDon-072300_SBS44_938,4,65849043.0,65849132.0,401.9677567429894,,,,,
36880083,CS_A5-Weekday-SDon-082800_SBS44_923,5,65849148.0,65849245.0,359.2407598938829,,,,,
36880083,CS_A5-Weekday-SDon-094300_SBS44_923,6,65849263.0,65849365.0,318.51018765326216,,,,,
36880083,CS_A5-Weekday-SDon-106300_SBS44_969,7,65849383.0,65849470.0,275.78319080415565,,,,,
36880083,CS_A5-Weekday-SDon-116500_SBS44_969,8,65849485.0,65849568.0,235.05261856353488,,,,,
36880083,CS_A5-Weekday-SDon-126100_SBS44_963,9,65849581.0,65849650.0,192.32562171442837,Fordham Plaza,10.576833333333333,6.513999999999999,5.909166666666667,0.06398384089496582
36880083,CS_A5-Weekday-SDon-135300_SBS44_963,10,65849673.0,65849742.0,219.5209265713837,,,,,
36880087,CS_A5-Weekday-SDon-042200_SBS44_935,1,65848742.0,65848839.0,588.0779490366688,,,,,
36880087,CS_A5-Weekday-SDon-053100_SBS44_935,2,65848851.0,65848940.0,485.42532583271674,,,,,
36880087,CS_A5-Weekday-SDon-064200_SBS44_935,3,65848962.0,65849050.0,442.6983289836102,Fordham Plaza,4.576833333333334,6.513999999999999,5.909166666666667,0.06398384089496582
36880087,CS_A5-Weekday-SDon-074700_SBS44_920,4,65849067.0,65849157.0,424.8936338405656,,,,,
36880087,CS_A5-Weekday-SDon-085600_SBS44_935,5,65849176.0,65849274.0,382.1666369914591,,,,,
36880087,CS_A5-Weekday-SDon-097100_SBS44_935,6,65849291.0,65849390.0,341.43606475083834,,,,,
36880087,CS_A5-Weekday-SDon-108900_SBS44_972,7,65849409.0,65849493.0,298.7090679017318,,,,,
36880087,CS_A5-Weekday-SDon-118900_SBS44_972,8,65849509.0,65849588.0,257.978495661111,,,,,
36880087,CS_A5-Weekday-SDon-128300_SBS44_966,9,65849603.0,65849671.0,215.2514988120045,,,,,
36880087,CS_A5-Weekday-SDon-137300_SBS44_966,10,65849693.0,65849760.0,174.52092657138374,,,,,
36880089,CS_A5-Weekday-SDon-043700_SBS44_939,1,65848757.0,65848854.0,588.0779490366688,,,,,
36880089,CS_A5-Weekday-SDon-054700_SBS44_939,2,65848867.0,65848956.0,485.42532583271674,,,,,
36880089,CS_A5-Weekday-SDon-065800_SBS44_919,3,65848978.0,65849066.0,442.6983289836102,,,,,
36880089,CS_A5-Weekday-SDon-076300_SBS44_919,4,65849083.0,65849174.0,401.9677567429894,,,,,
36880089,CS_A5-Weekday-SDon-087000_SBS44_932,5,65849190.0,65849290.0,359.2407598938829,,,,,
36880089,CS_A5-Weekday-SDon-098600_SBS44_932,6,65849306.0,65849406.0,318.51018765326216,,,,,
36880089,CS_A5-Weekday-SDon-110500_SBS44_946,7,65849425.0,65849509.0,275.78319080415565,,,,,
36880089,CS_A5-Weekday-SDon-120100_SBS44_946,8,65849521.0,65849600.0,235.05261856353485,,,,,
36880089,CS_A5-Weekday-SDon-129500_SBS44_967,9,65849615.0,65849683.0,192.32562171442834,Fordham Plaza,7.576833333333333,6.513999999999999,5.909166666666667,0.06398384089496582
36880089,CS_A5-Weekday-SDon-138300_SBS44_967,10,65849703.0,65849770.0,197.0209265713837,,,,,
36880091,CS_A5-Weekday-SDon-044300_SBS44_940,1,65848763.0,65848860.0,588.0779490366688,,,,,
36880091,CS_A5-Weekday-SDon-055500_SBS44_940,2,65848875.0,65848964.0,485.42532583271674,,,,,
36880091,CS_A5-Weekday-SDon-066600_SBS44_913,3,65848986.0,65849074.0,442.6983289836102,Fordham Plaza,4.576833333333334,6.513999999999999,5.909166666666667,0.06398384089496582
36880091,CS_A5-Weekday-SDon-077100_SBS44_913,4,65849091.0,65849182.0,424.8936338405656,,,,,
36880091,CS_A5-Weekday-SDon-087700_SBS44_953,5,65849197.0,65849297.0,382.1666369914591,,,,,
36880091,CS_A5-Weekday-SDon-099400_SBS44_953,6,65849314.0,65849414.0,341.43606475083834,,,,,
36880091,CS_A5-Weekday-SDon-111300_SBS44_973,7,65849433.0,65849514.0,298.7090679017318,,,,,
36880091,CS_A5-Weekday-SDon-120900_SBS44_973,8,65849529.0,65849606.0,257.978495661111,,,,,
36880091,CS_A5-Weekday-SDon-130700_SBS44_968,9,65849627.0,65849695.0,215.2514988120045,,,,,
36880091,CS_A5-Weekday-SDon-139300_SBS44_968,10,65849713.0,65849780.0,174.52092657138374,,,,,
36457207,0,0,65848759.0,65848759.0,650.0,,,,,
36457207,100,13,65849684.0,65849684.0,76.78211932877537,,,,,
36880055,0,0,65848519.0,65848519.0,650.0,,,,,
36880055,100,13,65849668.0,65849668.0,76.91508395419523,,,,,
36880056,0,0,65848555.0,65848555.0,650.0,,,,,
36880056,100,11,65849572.0,65849572.0,77.00201548983469,,,,,
36880059,0,0,65848590.0,65848590.0,650.0,,,,,
36880059,100,11,65849614.0,65849614.0,69.50201548983469,,,,,
36880062,0,0,65848610.0,65848610.0,650.0,,,,,
36880062,100,11,65849628.0,65849628.0,77.00201548983472,,,,,
36880063,0,0,65848620.0,65848620.0,650.0,,,,,
36880063,100,11,65849636.0,65849636.0,77.0020154898347,,,,,
36880066,0,0,65848638.0,65848638.0,650.0,,,,,
36880066,100,11,65849652.0,65849652.0,77.00201548983472,,,,,
36880069,0,0,65848662.0,65848662.0,650.0,,,,,
36880069,100,11,65849683.0,65849683.0,69.50201548983469,,,,,
36880070,0,0,65848670.0,65848670.0,650.0,,,,,
36880070,100,11,65849689.0,65849689.0,92.0020154898347,,,,,
36880073,0,0,65848686.0,65848686.0,650.0,,,,,
36880073,100,11,65849705.0,65849705.0,92.00201548983472,,,,,
36880077,0,0,65848698.0,65848698.0,650.0,,,,,
36880077,100,11,65849713.0,65849713.0,99.5020154898347,,,,,
36880080,0,0,65848710.0,65848710.0,650.0,,,,,
36880080,100,11,65849733.0,65849733.0,77.00201548983469,,,,,
36880083,0,0,65848722.0,65848722.0,650.0,,,,,
36880083,100,11,65849742.0,65849742.0,114.5020154898347,,,,,
36880087,0,0,65848742.0,65848742.0,650.0,,,,,
36880087,100,11,65849760.0,65849760.0,69.50201548983472,,,,,
36880089,0,0,65848757.0,65848757.0,650.0,,,,,
36880089,100,11,65849770.0,65849770.0,92.00201548983468,,,,,
36880091,0,0,65848763.0,65848763.0,650.0,,,,,
36880091,100,11,65849780.0,65849780.0,69.50201548983472,,,,,
