obj_val,n_backups,num_stations,num_chargers,num_charges,charge_time,deadhead_time,operations_cost,recov_time_lost,capital_cost,N at 161st StreetYankee Stadium Station,N at 207th Street Station,N at Coney IslandStillwell Avenue Terminal,N at Fordham Plaza,stations
6145445.535,95,3,4,39.0,262.656357727998,226.7805,3145445.5349999997,489.436857727998,3000000.0,0,1,2,1,"['207th Street Station', 'Coney IslandStillwell Avenue Terminal', 'Fordham Plaza']"
