obj_val,n_backups,num_stations,num_chargers,num_charges,charge_time,deadhead_time,operations_cost,recov_time_lost,capital_cost,N at Coney IslandStillwell Avenue Terminal,N at Flushing–Main Street,N at Gateway Center (Spring Creek),N at Jamaica Center–Parsons/Archer,N at Staten Island Mall,N at Third Avenue-138th Street Station,N at Williamsburg Bridge Plaza Bus Termina,stations
8849426.280000001,17,3,3,55.0,522.4891807708785,356.844,4949426.28,879.3331807708785,3900000.0,1,0,0,1,0,0,1,"['Coney IslandStillwell Avenue Terminal', 'Jamaica Center–Parsons/Archer', 'Williamsburg Bridge Plaza Bus Termina']"
