obj_val,n_backups,num_stations,num_chargers,num_charges,charge_time,deadhead_time,operations_cost,recov_time_lost,capital_cost,N at 161st StreetYankee Stadium Station,N at 207th Street Station,N at Coney IslandStillwell Avenue Terminal,N at Fordham Plaza,stations
4789700.84,6,2,2,16.0,99.83535100270798,201.132,2789700.84,300.96735100270797,2000000.0,0,0,1,1,"['Coney IslandStillwell Avenue Terminal', 'Fordham Plaza']"
