obj_val,n_backups,num_stations,num_chargers,num_charges,charge_time,deadhead_time,operations_cost,recov_time_lost,capital_cost,N at Coney IslandStillwell Avenue Terminal,N at Flushing–Main Street,N at Gateway Center (Spring Creek),N at Jamaica Center–Parsons/Archer,N at Staten Island Mall,N at Third Avenue-138th Street Station,N at Williamsburg Bridge Plaza Bus Termina,stations
17163044.436666667,70,4,6,93.0,1001.5684957393756,660.6376666666666,9163044.436666666,1662.2061624060423,8000000.0,2,0,1,2,0,0,1,"['Coney IslandStillwell Avenue Terminal', 'Gateway Center (Spring Creek)', 'Jamaica Center–Parsons/Archer', 'Williamsburg Bridge Plaza Bus Termina']"
